Bin#,Source,Item,SKU,Base Price,COGS,Date Listed,Year Month Listed,Platform Sold,Gross Sales,Platform Fee,Shipping,Gross Profit,Net Profit,Date Sold,Year Month Sold,Age of Listing
4,Thrift City,LRL Green Label Black and Gold Stripe Sweater L,B0274,$5.00 ,$5.00 ,12/11/2020,202012,,,,,,,,,620
,Thrift City,Old Navy Active Legging Color Block High Waist S,B0275,$2.00 ,$2.00 ,3/16/2021,20213,Poshmark,$14.00 ,$2.95 ,$2.46 ,$8.59 ,$6.60 ,5/24/2021,20215,69
10-Sep,Thrift City,COH Ava Low Rise Straight Leg 24,B0276,$7.39 ,$8.39 ,3/14/2021,20213,,,,,,,,,527
,Thrift City,Ann Taylor LOFT Pink Ruffle Sweater XS,B0277,$4.00 ,$4.00 ,12/11/2020,202012,Poshmark,$15.00 ,$3.00 ,$0.00 ,$12.00 ,$8.01 ,2/9/2021,20212,60
7,Thrift City,Cabi Blouse 3597 L,B0279,$5.00 ,$5.00 ,12/11/2020,202012,Poshmark,$22.00 ,$4.40 ,$2.46 ,$15.14 ,$10.15 ,10/1/2021,202110,294
7,Thrift City,J. Crew Sequin Stripe Tank NWT S,B0280,$5.00 ,$5.00 ,12/11/2020,202012,,,,,,,,,620
2,Thrift City,Lucky Brand Racer Back Tank S,B0281,$3.00 ,$3.00 ,9/18/2020,20209,,,,,,,,,704
3,Thrift City,Cabi Sweet Talk Red Striped Peplum Top 3631 S,B0282,$4.00 ,$4.00 ,9/18/2020,20209,,,,,,,,,704
6,Thrift City,Gypsies & Moondust Floral Hoodie M,B0284,$1.50 ,$1.50 ,9/18/2020,20209,,,,,,,,,704
6,Thrift City,Talbots Striped tres chic embroidered Top SP,B0285,$4.00 ,$4.00 ,12/11/2020,,,,,,,,,,620
,Thrift City,Ann Taylor Shift Dress Brown SP,B0286,$7.50 ,$7.50 ,9/18/2020,20209,Poshmark,$32.00 ,$6.40 ,$7.45 ,$18.15 ,$10.66 ,7/19/2021,20217,304
12-Nov,Thrift City,LRL Green Label Bodycon Dress 6,B0287,$7.50 ,$7.50 ,9/18/2020,20209,Poshmark,$40.00 ,$8.00 ,$2.46 ,$29.54 ,$22.05 ,12/17/2021,202112,455
6,Thrift City,J. Crew Collector Tees Frenchie Graphic T NWOT XS,B0288,$4.00 ,$4.00 ,9/18/2020,20209,,,,,,,,,704
6,Thrift City,J. Crew Paisley Sleeveless Blouse NWOT 8,B0289,$4.00 ,$4.00 ,9/18/2020,20209,,,,,,,,,704
3,Thrift City,Alya Franchesca's Collections Tunic Fringe Blouse L,B0290,$1.50 ,$1.50 ,12/11/2020,202012,,,,,,,,,620
6,Thrift City,J. Crew NWT Charcoal Sequin Cardigan S,B0291,$5.00 ,$5.00 ,10/26/2020,202010,,,,,,,,,666
6,Thrift City,J. Crew Beige Sequin Cardigan S,B0292,$4.00 ,$4.00 ,9/18/2020,20209,,,,,,,,,704
6,Thrift City,Halogen Sleeveless Blouse Ruffle Neckline L,B0293,$4.00 ,$4.00 ,9/18/2020,20209,,,,,,,,,704
6,Texas Thrift Store,Eden & Olivia Floral Blouse L,B0294,$3.49 ,$3.49 ,12/23/2020,202012,,,,,,,,,608
2,Texas Thrift Store,Lucky Brand Floral Long Sleeve Blouse Semi Sheer M,B0295,$4.89 ,$4.89 ,12/11/2020,202012,,,,,,,,,620
6,Texas Thrift Store,Eden & Olivia Floral Blouse XL,B0296,$2.79 ,$2.79 ,12/23/2020,202012,,,,,,,,,608
6,Texas Thrift Store,BCBGMaxazria Long Sleeve Button Down Blouse PXL,B0297,$2.09 ,$2.09 ,12/23/2020,202012,,,,,,,,,608
3,Texas Thrift Store,Love Riche Long Bell Sleeve Avery Wine Color Blouse NWT L,B0298,$2.99 ,$2.99 ,3/26/2021,20213,,,,,,,,,515
6,Texas Thrift Store,LRL Green Label Ruffle Floral Blouse PM,B0299,$2.49 ,$2.49 ,10/26/2020,202010,,,,,,,,,666
6,Texas Thrift Store,Ann Taylor Green Dot Blouse M,B0300,$2.49 ,$2.49 ,10/26/2020,202010,,,,,,,,,666
3,Texas Thrift Store,Blu Pepper Vintage Embroidered Bell Sleeve Boho Blouse M,B0301,$2.49 ,$2.49 ,3/26/2021,20213,,,,,,,,,515
7,Texas Thrift Store,Eden & Olivia Floral Semi Sheer Blouse M,B0302,$2.49 ,$2.49 ,12/23/2020,202012,,,,,,,,,608
7,Texas Thrift Store,Umgee Green Boho Lace Blouse,B0303,$1.99 ,$1.99 ,12/23/2020,202012,,,,,,,,,608
6,Texas Thrift Store,The Limited Bow Blouse L,B0304,$3.49 ,$3.49 ,12/23/2020,202012,,,,,,,,,608
3,Texas Thrift Store,Altar'd State Boho Embroidered Long Sleeve Blouse L,B0305,$2.49 ,$2.49 ,3/26/2021,20213,,,,,,,,,515
,Texas Thrift Store,AEO Semi Sheer Floral Ruffle Tank M,B0306,$1.99 ,$1.99 ,12/23/2020,202012,Poshmark,$20.00 ,$4.00 ,$1.50 ,$14.50 ,$12.51 ,3/12/2021,20213,79
7,Texas Thrift Store,Meraki Paisley Boho Blouse M,B0307,$1.99 ,$1.99 ,12/23/2020,202012,,,,,,,,,608
6,Texas Thrift Store,Ann Taylor Black Sleeveless Ruffle Tank M,B0308,$2.09 ,$2.09 ,12/23/2020,202012,,,,,,,,,608
,Texas Thrift Store,Altar'd State Wrap Dress Boho L,B0309,$4.89 ,$4.89 ,12/23/2020,202012,Poshmark,$22.00 ,$4.40 ,$0.00 ,$17.60 ,$12.71 ,11/1/2021,202111,313
3,Texas Thrift Store,RO&DE Embroidered Tunic Blouse L,B0310,$3.49 ,$3.49 ,3/26/2021,20213,,,,,,,,,515
5,Texas Thrift Store,Lush Ruffle Blouse Tank Black L,B0311,$2.09 ,$2.09 ,12/11/2020,202012,,,,,,,,,620
,Texas Thrift Store,Gaze Graphic Eye Tank M,B0312,$1.39 ,$1.39 ,12/23/2020,202012,Poshmark,$21.67 ,$4.33 ,$2.48 ,$14.85 ,$13.46 ,5/30/2021,20215,158
6,Texas Thrift Store,LRL Green Label Silk Paisley Blouse PL,B0313,$3.49 ,$3.49 ,12/23/2020,202012,,,,,,,,,608
6,Texas Thrift Store,Pins and Needles UO Polka Dot Tie Blouse M,B0314,$4.19 ,$4.19 ,10/26/2020,202010,Poshmark,$15.00 ,$3.00 ,$0.00 ,$12.00 ,$7.81 ,9/7/2021,20219,316
,Texas Thrift Store,Lulus Trinidad Suede Lace Up Pink Heel 7.5,B0315,$4.19 ,$4.19 ,9/29/2020,20209,Poshmark,$14.00 ,$2.95 ,$0.00 ,$11.05 ,$6.86 ,1/27/2021,20211,120
N/A,Texas Thrift Store,WHBM Vanessa Black Almond Toe Ankle Booties Heeled 7,B0316,$6.99 ,$6.99 ,9/29/2020,20209,Poshmark,$30.00 ,$6.00 ,$7.45 ,$16.55 ,$9.56 ,9/12/2021,20219,348
N/A,Texas Thrift Store,Seychelles Topaz Suede Wedge 7,B0318,$4.19 ,$4.19 ,9/29/2020,20209,,,,,,,,,693
n/a,Texas Thrift Store,Altar'd State Beaded Sandal 6,B0319,$3.49 ,$3.49 ,9/29/2020,20209,,,,,,,,,693
N/A,Texas Thrift Store,Neiman Marcus Cork Cap Toe Flat 8,B0320,$4.19 ,$4.19 ,9/29/2020,20209,Poshmark,$18.00 ,$3.60 ,$2.46 ,$11.94 ,$7.75 ,9/7/2021,20219,343
,Texas Thrift Store,LRL Striped Peep Toe Wedge Cecilia-es-csl 7.5,B0321,$4.19 ,$4.19 ,9/29/2020,20209,Poshmark,$30.00 ,$6.00 ,$0.00 ,$24.00 ,$19.81 ,5/31/2021,20215,244
N/A,Texas Thrift Store,Lucky Brand Mindra Wedge 9,B0322,$3.49 ,$3.49 ,9/29/2020,20209,,,,,,,,,693
7,Goodwill Derby KS,LC Lauren Conrad Bow Print Top S,B0325,$3.99 ,$4.31 ,12/11/2020,202012,,,,,,,,,620
10-Sep,Goodwill Derby KS,Express Columnist Grey Dress Pants 8S,B0326,$3.99 ,$4.31 ,3/14/2021,20213,Poshmark,$15.00 ,$3.00 ,$0.00 ,$12.00 ,$7.69 ,10/22/2021,202110,222
10-Sep,Goodwill Derby KS,Kut from the Kloth Lauren Crop Straight Leg Jeans 2,B0327,$3.99 ,$4.31 ,3/17/2021,20213,,,,,,,,,524
,Goodwill Derby KS,Kuhl Hiking Skirt Black Maroon Fleece S,B0328,$3.49 ,$3.77 ,3/17/2021,20213,Poshmark,$20.00 ,$4.00 ,$0.00 ,$16.00 ,$12.23 ,4/13/2021,20214,27
10-Sep,Goodwill Derby KS,Express NWT Tan Ultimate Chino Straight Mid Rise Dress Pants 4R,B0329,$3.99 ,$4.31 ,3/17/2021,20213,Poshmark,$27.00 ,$5.40 ,$2.46 ,$19.14 ,$14.83 ,9/11/2021,20219,178
7,Goodwill Derby KS,Ann Taylor LOFT Animal Leopard Print Top L Petite,B0330,$3.99 ,$4.31 ,12/23/2020,202012,,,,,,,,,608
3,Goodwill Derby KS,Ann Taylor LOFT Ruffle Front Top M Petite,B0331,$2.99 ,$3.23 ,12/23/2020,202012,,,,,,,,,608
4,Goodwill Derby KS,Hollister Racer Back Tank Boho S,B0332,$2.99 ,$3.23 ,12/23/2020,202012,,,,,,,,,608
7,Goodwill Derby KS,Maurice's NWT Boho Tunic Top S,B0333,$2.99 ,$3.23 ,12/23/2020,202012,,,,,,,,,608
,Goodwill Cibolo,Dansko XP Silver Ornate Flower Design Clog 41 (10.5-11),B0335,$5.00 ,$5.41 ,9/29/2020,20209,Poshmark,$49.00 ,$9.80 ,$7.45 ,$31.75 ,$26.34 ,4/6/2021,20214,189
N/A,Goodwill Cibolo,You're the Best Procelian Mug,B0336,$1.09 ,$1.18 ,3/14/2021,20213,,,,,,,,,527
7,Goodwill Cibolo,Adrianna Papell Striped Blouse 1X,B0337,$5.00 ,$5.41 ,12/23/2020,202012,,,,,,,,,608
4,Goodwill Cibolo,Columbia Omni Wick Long Sleeve Thermal M,B0338,$2.40 ,$2.59 ,12/11/2020,202012,Poshmark,$20.00 ,$4.00 ,$0.00 ,$16.00 ,$13.41 ,10/12/2021,202110,305
WEARING,Goodwill Cibolo,GAP The Modern Tee Wide Neck Top M,B0339,$4.79 ,$5.19 ,WEARING,,,,,,,,,,
,Goodwill Cibolo,WHBM NWT The Ponte Slim Boot White Dress Pants 0R,B0340,$4.79 ,$5.19 ,3/17/2021,20213,Poshmark,$28.00 ,$5.60 ,$2.46 ,$19.94 ,$14.75 ,3/27/2021,20213,10
,Garage Sale,Lagaci NWT Boho Gypsy Cream Dress L,B0341,$1.00 ,$1.00 ,3/26/2021,20213,Poshmark,$15.00 ,$3.00 ,$0.00 ,$12.00 ,$11.00 ,8/21/2021,20218,148
12-Nov,Garage Sale,Max Studio Lace Dress S,B0342,$1.00 ,$1.00 ,12/23/2020,202012,,,,,,,,,608
5,Garage Sale,Sheer Lace Top,B0343,$1.00 ,$1.00 ,12/23/2020,202012,,,,,,,,,608
7,Garage Sale,Gimmicks BKE lace boho top XS,B0344,$1.00 ,$1.00 ,12/23/2020,202012,,,,,,,,,608
Defective,Garage Sale,BKE Lace Racerback Coral Tank S,B0345,$1.00 ,$1.00 ,Defective,,Defective,$0.00 ,$0.00 ,$0.00 ,$0.00 ,($1.00),3/30/2021,20213,
,Garage Sale,Express The Portofino Shirt Red Roll Tab Blouse S,B0346,$1.00 ,$1.00 ,12/23/2020,202012,Poshmark,$25.00 ,$5.00 ,$0.00 ,$20.00 ,$19.00 ,1/7/2021,20211,15
,Garage Sale,Levi's 524 Too Superlow Dark Wash Denim Jeans 5M,B0347,$1.00 ,$1.00 ,3/15/2021,20213,Poshmark,$20.00 ,$4.00 ,$0.00 ,$16.00 ,$15.00 ,5/28/2021,20215,74
12-Nov,Goodwill Cibolo,BCBGMaxAzria NWT Black Sequin Swing Mini Dress 02,B0348,$12.99 ,$14.06 ,12/23/2020,202012,,,,,,,,,608
,Goodwill Cibolo,Umgee Floral Boho Long Sleeve Blouse XL,B0349,$4.79 ,$5.19 ,12/23/2020,202012,Poshmark,$25.00 ,$5.00 ,$0.00 ,$20.00 ,$14.81 ,1/4/2021,20211,12
7,Goodwill Cibolo,Umgee Red Blouse Cold Shoulder Lace Plus Size1XL,B0350,$4.79 ,$5.19 ,12/23/2020,202012,,,,,,,,,608
2,Goodwill Cibolo,Umgee Orange Grey Blouse Semi Sheer XL,B0351,$4.79 ,$5.19 ,12/23/2020,202012,Poshmark,$25.00 ,$5.00 ,$2.46 ,$17.54 ,$12.35 ,7/18/2021,20217,207
12-Nov,Goodwill Cibolo,Band of Gypsies Strapless Boho Dress S,B0352,$4.00 ,$4.33 ,12/23/2020,202012,,,,,,,,,608
6,Goodwill Cibolo,Umgee Open Back Geometric Print Blouse Semi Sheer L,B0353,$4.79 ,$5.19 ,12/23/2020,202012,,,,,,,,,608
,Goodwill Cibolo,Power Hold Fabletics High Waist Crop Legging S,B0354,$4.79 ,$5.19 ,3/15/2021,20213,Poshmark,$18.00 ,$3.60 ,$0.00 ,$14.40 ,$9.21 ,4/2/2021,20214,18
2,Goodwill Cibolo,Umgee Chevron Rainbow Geometric Blouse Plus Size 1XL,B0355,$4.79 ,$5.19 ,12/23/2020,202012,,,,,,,,,608
6,Goodwill Cibolo,Fig and Flower Anthro Paisley Semi-Sheer Boho Blouse S,B0356,$4.79 ,$5.19 ,10/14/2021,202110,,,,,,,,,313
4,Goodwill Cibolo,entro boho Bell Sleeve Long Sleeve Strappy Blouse L,B0357,$4.79 ,$5.19 ,3/26/2021,20213,,,,,,,,,515
6,Goodwill Cibolo,Lucky Brand White Scoop Neck Henley Thermal Lace L,B0358,$4.79 ,$5.19 ,12/23/2020,202012,,,,,,,,,608
3,Goodwill Cibolo,Umgee Kimono Wrap Embroidered S/M,B0359,$4.79 ,$5.19 ,3/27/2021,20213,,,,,,,,,514
,Goodwill Cibolo,aerie NWT black long sleeve shirt hoodie L,B0360,$4.79 ,$5.19 ,12/23/2020,202012,Poshmark,$20.00 ,$4.00 ,$2.12 ,$13.88 ,$8.69 ,2/2/2021,20212,41
3,Goodwill Cibolo,Express Split Back Tank White Black S,B0361,$4.00 ,$4.33 ,3/27/2021,20213,,,,,,,,,514
12-Nov,Goodwill Cibolo,nanette lepore Orange Bingo Midi Dress Floral 4,B0362,$7.99 ,$8.65 ,12/23/2020,202012,,,,,,,,,608
N/A,Goodwill Cibolo,Coach Haven Stacked Heel Studded Ankle Bootie 7.5,B0363,$14.99 ,$16.23 ,10/17/2021,202110,,,,,,,,,310
N/A,Goodwill Cibolo,Sam Edelman Gael Strappy Leather Sandal 6.5,B0364,$3.99 ,$4.32 ,10/17/2021,202110,,,,,,,,,310
N/A,Goodwill Cibolo,Torrid Maroon Suede Loafer Flat Shoe Size Unknown,B0365,$6.99 ,$7.57 ,10/17/2021,202110,,,,,,,,,310
N/A,Goodwill N Loop 1604,Lucky Brand Candy Cork Platform Wedges 6.5,B0366,$6.99 ,$7.57 ,10/17/2021,202110,,,,,,,,,310
N/A,Goodwill N Loop 1604,Lucky Brand Pickla Stacked Heel Suede Bootie 8.5,B0367,$9.99 ,$10.81 ,10/17/2021,202110,,,,,,,,,310
6,Goodwill N Loop 1604,Sparrow Anthro Wool Cashmere Cardigan Duster M,B0368,$4.79 ,$2.40 ,12/23/2020,202012,,,,,,,,,608
,Goodwill N Loop 1604,Vintage Nanette Lepore Little Black Dress 4,B0369,$4.00 ,$4.33 ,12/23/2020,202012,Poshmark,$19.50 ,$3.90 ,$1.23 ,$14.37 ,$10.04 ,5/27/2021,20215,155
WEARING,Goodwill N Loop 1604,Madewell Tulip Sleeve Floral Velvet Ruffle Top XS,B0370,$4.79 ,$5.19 ,12/23/2020,202012,,,,,,,,,608
,Goodwill N Loop 1604,Fig and Flower Boho Paisley Tunic Dress Plus Size 3x,B0371,$4.79 ,$5.19 ,12/23/2020,202012,Poshmark,$20.00 ,$4.00 ,$0.00 ,$16.00 ,$10.81 ,2/4/2021,20212,43
2,Goodwill N Loop 1604,Lucky Brand Sleeveless Boho Top Snap Front XL,B0372,$4.79 ,$5.19 ,12/23/2020,202012,,,,,,,,,608
,Goodwill N Loop 1604,Ann Taylor LOFT Button Up Blouse Peacock Feather Graphic M,B0373,$4.79 ,$5.19 ,12/23/2020,202012,Poshmark,$20.00 ,$4.00 ,$0.00 ,$16.00 ,$10.81 ,7/10/2021,20217,199
12-Nov,Goodwill N Loop 1604,Vintage nanette lepore Little Black Bodycon Dress 4,B0374,$4.00 ,$4.33 ,12/23/2020,202012,,,,,,,,,608
12-Nov,Goodwill N Loop 1604,Vintage nanette lepore Black Fit & Flare Dress 4,B0375,$7.99 ,$8.65 ,12/23/2020,202012,,,,,,,,,608
3,Goodwill N Loop 1604,Altar'd State Boho Embroidered Blouse M,B0376,$7.99 ,$8.65 ,3/27/2021,20213,,,,,,,,,514
6,Goodwill N Loop 1604,Umgee Mint Green Semi Sheer Blouse M,B0377,$7.99 ,$8.65 ,12/23/2020,202012,,,,,,,,,608
12-Nov,Goodwill N Loop 1604,ZARA Trafaluc Floral Geometric Dress S,B0378,$7.99 ,$8.65 ,12/23/2020,202012,,,,,,,,,608
12-Nov,Goodwill N Loop 1604,NWT Altar'd State Black Dress Lace Back M,B0379,$7.99 ,$8.65 ,12/23/2020,202012,,,,,,,,,608
WEARING,Clothes Mentor Selma,Express Black Knit Dolman Sleeve Cardigan S,B0380,$14.00 ,$15.16 ,Wearing,,,,,,,,,,
Wearing,Clothes Mentor Selma,Market & Spruce Blue Black Horizontal Stripe Sweater 3/4 Sleeve M,B0381,$1.10 ,$1.19 ,Wearing,,,,,,,,,,
Wearing,Clothes Mentor Selma,Maude Geometric Print & Cut Out Short Sleeve Top ,B0382,$8.00 ,$8.66 ,Wearing,,,,,,,,,,
Wearing,Clothes Mentor Selma,Maeve Floral Button Down Short Sleeve 0,B0383,$10.00 ,$10.83 ,Wearing,,,,,,,,,,
Wearing,Clothes Mentor Selma,Charming Charlie Eye Shadow Floral Sheer Kimono M,B0384,$7.00 ,$7.58 ,Wearing,,,,,,,,,,
Wearing,Clothes Mentor Selma,Joe's Jeans Curson Skinny Ankle Jeans Raw Hem Split Ankle 27,B0385,$18.00 ,$19.49 ,Wearing,,,,,,,,,,
Wearing,Clothes Mentor Selma,&Denim Low Waist Black Jeggings 29/32,B0386,$1.10 ,$1.19 ,Wearing,,,,,,,,,,
Wearing,Clothes Mentor Selma,Nike Grey Capri Joggers S,B0387,$11.00 ,$11.91 ,Wearing,,,,,,,,,,
Wearing,Clothes Mentor Selma,American Eagle Soft & Sexy Tank Grey Floral Embroidered XS,B0388,$0.70 ,$0.76 ,Wearing,,,,,,,,,,
Wearing,Clothes Mentor Selma,Heart & Hips Black and White Horizontal Striped Romper S,B0389,$1.60 ,$1.73 ,Wearing,,,,,,,,,,
Wearing,Clothes Mentor Selma,Gap Long Sleeve Floral Dress Elastic Waist S,B0390,$1.60 ,$1.73 ,Wearing,,,,,,,,,,
Wearing,Clothes Mentor Selma,miami Francesca's Green Leopard Print Split Back Tank S,B0391,$0.70 ,$0.76 ,Wearing,,,,,,,,,,
Wearing,Clothes Mentor Selma,Cotton On Grey Spaghetti Strap Dress M,B0392,$1.00 ,$1.08 ,Wearing,,,,,,,,,,
Wearing,Clothes Mentor Selma,Almost Famous Knit Sweater Rainbow Heart S,B0393,$8.00 ,$8.66 ,Wearing,,,,,,,,,,
N/A,Clothes Mentor Selma,Crocs Eve Plum Purple Pointed Toe Rubber Ballet Flat 6,B0394,$1.50 ,$1.62 ,10/17/2021,202110,,,,,,,,,310
10-Sep,Clothes Mentor Selma,Madewell Skargorn Skinny Jeans Dark Wash 25,B0395,$2.00 ,$2.17 ,3/14/2021,20213,,,,,,,,,527
4,Clothes Mentor Selma,Vince Waffle Stitch Sleeveless Tunic S,B0396,$1.10 ,$1.19 ,2/22/2021,20212,,,,,,,,,547
3,Clothes Mentor Selma,Express Neon Yellow Stripe Tank XS,B0397,$0.70 ,$0.76 ,2/22/2021,20212,,,,,,,,,547
4,Clothes Mentor Selma,Anthropologie Postage Stamp White Cotton Top SP,B0398,$1.20 ,$1.30 ,2/22/2021,20212,Poshmark,$19.00 ,$3.80 ,$2.46 ,$12.74 ,$11.44 ,10/18/2021,202110,238
,Clothes Mentor Selma,Lucy Hooded Cowl Neck Sweatshirt Hoodie S,B0399,$1.60 ,$1.73 ,2/26/2021,20212,Poshmark,$20.00 ,$4.00 ,$2.46 ,$13.54 ,$11.81 ,3/26/2021,20213,28
12-Nov,Clothes Mentor Selma,Umgee Green Long Sleeve Tiered Dress S,B0400,$1.50 ,$1.62 ,2/27/2021,20212,,,,,,,,,542
,Clothes Mentor Selma,Jealous Tomato Aztec Boho Print Lined Shorts S,B0401,$1.20 ,$1.30 ,3/14/2021,20213,Poshmark,$21.29 ,$4.26 ,$1.06 ,$15.96 ,$14.67 ,5/28/2021,20215,75
4,Clothes Mentor Selma,Anthro Little Yellow Button Winding Road Top M,B0402,$1.00 ,$1.08 ,2/25/2021,20212,,,,,,,,,544
4,Clothes Mentor Selma,Rock & Republic Distressed Black Semi Sheer T S,B0403,$1.00 ,$1.08 ,2/20/2021,20212,,,,,,,,,549
4,Clothes Mentor Selma,Lou & Grey LOFT Striped Faux Tie Front Top S,B0404,$10.00 ,$10.83 ,2/26/2021,20212,,,,,,,,,543
10-Sep,Clothes Mentor Selma,7FAM Black Straight Leg Mid Rise Jeans 26,B0405,$2.00 ,$2.17 ,10/17/2021,202110,Poshmark,$31.00 ,$6.20 ,$2.46 ,$22.34 ,$20.18 ,11/13/2021,202111,27
2,Clothes Mentor Selma,Lucky Brand Striped Button Down Tie Tank M,B0406,$1.30 ,$1.41 ,2/24/2021,20212,,,,,,,,,545
,Clothes Mentor Selma,Cabi 5040 Isla Animal Print Tank S,B0407,$1.00 ,$1.08 ,2/20/2021,20212,Poshmark,$20.00 ,$4.00 ,$2.46 ,$13.54 ,$12.46 ,2/20/2021,20212,0
4,Clothes Mentor Selma,We The Free People Rockabilly Raglan Thermal Top XS,B0408,$1.40 ,$1.52 ,2/20/2021,20212,,,,,,,,,549
4,Clothes Mentor Selma,NWT Annabella Francesca's Collections Peplum Tie Top S,B0409,$1.00 ,$1.08 ,2/20/2021,20212,,,,,,,,,549
5,Clothes Mentor Selma,miami Striped Rainbow Button Down Tie Top XS,B0410,$0.90 ,$0.97 ,2/20/2021,20212,,,,,,,,,549
,Clothes Mentor Selma,We The Free People Racerback Tiered Midi Dress M,B0411,$1.60 ,$1.73 ,2/20/2021,20212,Poshmark,$15.00 ,$3.00 ,$0.00 ,$12.00 ,$10.27 ,9/22/2021,20219,214
4,Clothes Mentor Selma,BKE Gimmicks Fringe Beaded Tank S,B0412,$1.10 ,$1.19 ,2/25/2021,20212,,,,,,,,,544
12-Nov,Clothes Mentor Selma,Madewell Texture & Thread Tiered Sleeve Red Dress XXS,B0413,$1.90 ,$2.06 ,2/23/2021,20212,,,,,,,,,546
3,Clothes Mentor Selma,Sanctuary Boho Aztec Semi Sheer Long Sleeve Top XS,B0414,$1.00 ,$1.08 ,2/23/2021,20212,,,,,,,,,546
,Clothes Mentor Selma,Cabi 250 Mosaic Print Layered Sleeveless Tunic S,B0415,$0.90 ,$0.97 ,2/25/2021,20212,Poshmark,$25.00 ,$5.00 ,$0.00 ,$20.00 ,$19.03 ,2/25/2021,20212,0
14,Clothes Mentor Selma,miami Romper Long Sleeve Embroidered S,B0416,$1.40 ,$1.52 ,2/26/2021,20212,,,,,,,,,543
12-Nov,Clothes Mentor Selma,Open Back Printed 3/4 Sleeve Shift Dress,B0417,$1.20 ,$1.30 ,2/27/2021,20212,,,,,,,,,542
4,Clothes Mentor Selma,J. Jill Geometric Long Sleeve Blouse M,B0418,$1.40 ,$1.52 ,2/27/2021,20212,,,,,,,,,542
2,Clothes Mentor Selma,Umgee Floral Tunic Top M,B0419,$1.10 ,$1.19 ,2/24/2021,20212,,,,,,,,,545
,Clothes Mentor Selma,Loveriche Blue Off Shoulder Eyelet Dress S,B0420,$1.60 ,$1.73 ,3/26/2021,20213,Poshmark,$21.29 ,$4.26 ,$1.06 ,$15.96 ,$14.23 ,5/28/2021,20215,63
2,Clothes Mentor Selma,Lucky Brand Semi Sheer Floral Long Sleeve Top XL,B0421,$1.40 ,$1.52 ,2/20/2021,20212,Poshmark,$22.00 ,$4.40 ,$0.00 ,$17.60 ,$16.08 ,8/23/2021,20218,184
12-Nov,Clothes Mentor Selma,Umgee NWT Color Block Lace Long Sleeve Dress L,B0422,$1.60 ,$1.73 ,2/24/2021,20212,,,,,,,,,545
,Clothes Mentor Selma,Lilly Pulitzer Cosmos Pink Pout Silk Tank S,B0423,$1.30 ,$1.41 ,2/21/2021,20212,Poshmark,$20.00 ,$4.00 ,$0.00 ,$16.00 ,$14.59 ,3/28/2021,20213,35
3,Clothes Mentor Selma,Cabi 3057 Tank Tank Floral Cowl Neck S,B0424,$0.90 ,$0.97 ,2/21/2021,20212,,,,,,,,,548
12-Nov,Clothes Mentor Selma,Skies are Blue Aztec Boho Embroidered Lace Dress SP,B0425,$1.60 ,$1.73 ,2/21/2021,20212,,,,,,,,,548
3,Clothes Mentor Selma,Anthropologie Cosette Top Floral Cut Out Yellow Lined S,B0426,$1.10 ,$1.19 ,2/21/2021,20212,,,,,,,,,548
,Clothes Mentor Selma,Entro Lace Boho Tank S,B0427,$1.00 ,$1.08 ,Wearing,,,,,,,,,,
4,Clothes Mentor Selma,Cabi 127 Jubilee Tank Paisley Pink S,B0428,$0.90 ,$0.97 ,2/21/2021,20212,Poshmark,$22.00 ,$4.40 ,$2.46 ,$15.14 ,$14.17 ,9/9/2021,20219,200
4,Clothes Mentor Selma,Red Camel Boho Paisley Print Top S,B0429,$0.50 ,$0.54 ,2/23/2021,20212,,,,,,,,,546
,Clothes Mentor Selma,Maeve Midi Dress V-Neck Spaghetti Strap Cotton 2,B0430,$1.60 ,$1.73 ,3/29/2021,20213,Poshmark,$28.00 ,$5.60 ,$2.46 ,$19.94 ,$18.21 ,4/20/2021,20214,22
N/A,Closet,Ball Blue Mason Jar Pint Set of 2 100 Years of Heritage 1913-1915,B0431,$0.00 ,$0.00 ,3/14/2021,20213,Poshmark,$22.00 ,$4.40 ,$0.00 ,$17.60 ,$17.60 ,10/27/2021,202110,227
,Printful,I'm Speaking VP Kamala Harris Ceramic Mug 11oz,B0432,$6.61 ,$6.61 ,3/15/2021,20213,Poshmark,$17.50 ,$3.50 ,$1.23 ,$12.77 ,$6.16 ,5/28/2021,20215,74
N/A,Printful,I'm Speaking VP Kamala Harris Ceramic Mug 15oz,B0433,$6.61 ,$6.61 ,3/15/2021,20213,,,,,,,,,526
3,Closet,Express Sequin Black Tee V Neck S,B0434,$0.00 ,$0.00 ,4/2/2021,20214,,,,,,,,,508
3,Closet,Sweet Rain Color Block Scoop Neck Tee M,B0435,$0.00 ,$0.00 ,4/2/2021,20214,,,,,,,,,508
5,Goodwill N Loop 1604,Pleione Anthro Black 3/4 Sleeve Blouse M,B0436,$4.79 ,$5.19 ,7/8/2021,20217,Poshmark,$24.75 ,$4.95 ,$1.86 ,$17.94 ,$12.75 ,12/10/2021,202112,155
5,Goodwill N Loop 1604,Marled by Reunited Clothing Graphic Heart Sweater NWOT M,B0437,$4.79 ,$5.19 ,7/8/2021,20217,Poshmark,$32.00 ,$6.40 ,$0.00 ,$25.60 ,$20.41 ,10/30/2021,202110,114
4,Goodwill N Loop 1604,Areve Anthropologie Boho Hippie Dress M,B0438,$7.99 ,$8.65 ,7/12/2021,20217,,,,,,,,,407
